HIP,RAdeg,DEdeg,Vmag,Plx,e_Plx,pmRA,pmDE,e_pmRA,e_pmDE,B-V,e_B-V,V-I,BTmag,VTmag,Hpmag,SpType,VarFlag,MultFlag,distance_pc,Abs_Vmag,logL_solar,Teff_K
111663,249.776109,37.215782,7.93,2.29,1.54,58.88,0.52,0.85,0.3,1.533,0.006,1.63,9.233,8.091,7.777,,,,436.7,-0.271,2.0404,3745.0
111664,345.361016,63.647602,7.44,3.84,1.67,74.94,57.59,1.9,1.91,1.483,0.01,1.604,8.676,7.56,7.286,,,X,260.4,0.362,1.7872,3819.0
111665,328.173143,-7.651933,7.9,12.98,1.38,48.94,-36.66,0.79,0.96,1.646,0.01,1.817,9.292,8.05,7.733,M7 V,,,77.0,3.466,0.5456,3586.0
111666,42.617989,22.307499,5.73,3.93,0.7,47.97,27.52,0.3,0.73,1.615,0.003,1.722,7.082,5.889,5.554,M6 V,,,254.5,-1.298,2.4512,3628.0
111667,118.992474,-11.376793,7.54,0.45,0.2,-8.8,-73.6,2.09,1.22,0.42,0.003,0.453,7.898,7.574,7.502,F0 V,,,2222.2,,,6776.0
111668,216.416474,-68.500254,10.74,4.07,0.49,53.67,-8.2,0.55,1.56,1.431,0.01,1.575,11.936,10.872,10.588,M2 V,,,245.7,3.788,0.4168,3900.0
111669,301.140636,36.933667,10.91,0.7,0.91,60.53,31.27,1.01,0.71,0.636,0.019,0.714,11.435,10.966,10.844,G3 V,,,1428.6,0.135,1.878,5830.0
111670,203.633041,-3.006102,11.49,2.37,0.56,69.62,-10.24,1.0,1.37,0.049,0.021,0.066,11.551,11.494,11.483,A2 IV,,X,421.9,3.364,0.5864,9552.0
111671,142.344571,-48.619206,7.94,3.81,1.0,-13.03,-36.41,1.09,1.59,1.255,0.003,1.385,9.031,8.056,7.816,M3 V,,X,262.5,0.845,1.594,4204.0
111672,276.441889,-7.334881,8.69,0.63,0.38,47.02,2.75,1.62,1.62,1.459,0.016,1.713,9.942,8.811,8.541,M4 V,,,1587.3,-2.313,2.8572,3856.0
111673,23.047814,70.735223,9.56,8.31,0.58,-54.12,6.63,0.35,0.3,0.276,0.025,0.306,9.784,9.568,9.533,A3 V,R,,120.3,4.158,0.2688,7618.0
111674,78.407204,-38.810274,9.99,13.75,0.32,-57.51,63.57,0.47,1.57,0.868,0.007,1.044,10.732,10.058,9.888,K9 V,,,72.7,5.682,-0.3408,5084.0
111675,167.744322,45.391182,7.22,31.55,1.16,-49.12,30.71,1.13,0.83,1.567,0.025,1.738,8.52,7.362,7.063,M0 V,,,31.7,4.715,0.046,3695.0
111676,207.124636,-33.673752,7.27,1.35,1.0,-29.03,-71.92,1.49,1.37,1.571,0.034,1.773,8.608,7.402,7.11,M0 V,,,740.7,-2.078,2.7632,3690.0
111677,269.686894,25.099812,11.93,11.91,1.4,-42.06,-12.18,0.51,0.95,0.961,0.014,1.031,12.727,12.017,11.839,,,,84.0,7.31,-0.992,4838.0
111678,65.92654,33.145667,9.77,24.39,1.47,12.36,2.89,1.9,1.68,0.486,0.022,0.456,10.16,9.821,9.732,,,O,41.0,6.706,-0.7504,6453.0
111679,309.483241,-42.242645,9.22,3.54,0.56,-26.04,-26.96,0.33,0.6,1.548,0.001,1.649,10.535,9.366,9.073,M9 IV,,C,282.5,1.965,1.146,3723.0
111680,136.992893,20.774996,10.33,8.16,1.42,15.27,-34.39,1.76,0.3,1.505,0.005,1.612,11.624,10.471,10.191,M6 Ia,,,122.5,4.888,-0.0232,3786.0
111681,95.557738,-56.55848,9.99,19.03,1.67,8.51,-8.19,1.08,0.37,1.515,0.012,1.657,11.262,10.107,9.83,,R,,52.5,6.387,-0.6228,3771.0
111682,84.382755,-32.811108,6.51,13.47,1.03,28.5,-30.07,0.54,1.35,1.531,0.011,1.783,7.813,6.666,6.38,M8 V,R,,74.2,2.157,1.0692,3747.0
111683,184.835719,42.901335,8.8,40.1,0.31,-115.23,-51.47,2.19,1.69,1.566,0.023,1.739,10.118,8.946,8.633,,,V,24.9,6.816,-0.7944,3697.0
111684,9.885729,-46.184281,10.0,1.39,1.09,22.6,-17.07,2.56,1.18,1.398,0.006,1.601,11.19,10.113,9.874,M3 V,,,719.4,0.715,1.646,3954.0
111685,56.240331,-25.993517,10.81,4.18,1.53,-103.21,18.68,2.22,2.18,0.168,0.02,0.136,10.98,10.821,10.777,A9 V,C,,239.2,3.916,0.3656,8419.0
111686,13.597676,-31.446248,8.98,2.12,0.83,33.71,-20.33,0.46,0.3,0.45,0.005,0.517,9.339,9.023,8.938,,,,471.7,0.612,1.6872,6625.0
111687,75.624817,-38.80733,8.68,11.13,1.88,38.86,-28.01,0.98,1.5,0.502,0.001,0.48,9.067,8.735,8.624,,,,89.8,3.912,0.3672,6380.0
111688,305.675703,11.51091,6.88,24.92,1.51,26.9,48.48,0.68,1.93,1.467,0.037,1.637,8.145,7.003,6.757,M5 V,,X,40.1,3.863,0.3868,3844.0
111689,128.470985,-46.025035,10.87,11.17,0.43,-20.796853316718863,-278.82880783980227,1.35,1.38,1.4,0.008,1.553,12.071,11.021,10.737,M1 III,,,89.5,6.11,-0.512,3950.0
111690,302.09079,30.995421,7.49,14.58,0.45,3.57,-35.75,0.37,0.87,1.646,0.033,1.781,8.873,7.639,7.327,M6 V,,,68.6,3.309,0.6084,3586.0
111691,2.619733,9.929217,10.76,12.34,0.85,52.53,32.05,0.41,1.08,1.348,0.015,1.473,11.9,10.882,10.624,,,,81.0,6.217,-0.5548,4037.0
111692,177.082297,-29.281139,5.96,7.5,1.17,14.39,-19.55,0.81,0.63,1.598,0.006,1.69,7.319,6.119,5.801,M2 V,,C,133.3,0.335,1.798,3652.0
111693,55.300112,2.431244,9.18,3.02,1.68,-71.75,2.16,1.24,1.57,1.688,0.02,1.822,10.573,9.321,9.017,M1 V,,,331.1,1.58,1.3,3531.0
111694,203.695375,-23.280348,7.82,9.39,0.82,29.86,11.32,2.04,1.23,0.06,0.014,0.037,7.869,7.814,7.803,A2 IV,,,106.5,2.683,0.8588,9434.0
111695,236.927211,-39.732814,10.23,6.32,0.97,-78.19,56.73,1.02,0.83,1.291,0.013,1.306,11.335,10.359,10.102,M3 V,,,158.2,4.234,0.2384,4138.0
111696,184.195791,-42.29245,11.43,7.67,0.78,-73.19,70.14,1.36,1.23,1.442,0.026,1.564,12.642,11.553,11.286,M7 V,,,130.4,5.854,-0.4096,3883.0
111697,291.217437,-23.726738,9.66,22.46,1.28,-51.2,40.16,2.23,1.35,-0.167,0.005,-0.203,9.487,9.661,9.685,,,,44.5,6.417,-0.6348,12838.0
111698,129.144806,-19.677195,11.89,13.59,0.49,-9.98,33.63,1.54,1.45,1.431,0.014,1.667,13.148,12.023,11.75,M3 V,,,73.6,7.556,-1.0904,3900.0
111699,290.556335,-45.642855,4.78,1.85,0.62,-7.48,-27.97,1.38,0.46,1.475,0.016,1.554,6.012,4.912,4.609,M3 III,,,540.5,-3.884,3.4856,3832.0
111700,170.871294,24.365633,6.62,5.25,0.75,57.47,-46.16,0.56,1.18,0.402,0.016,0.536,6.938,6.658,6.581,,,,190.5,0.221,1.8436,6870.0
111701,162.966336,-47.462331,8.63,4.77,0.4,64.9,50.07,0.87,1.58,1.501,0.011,1.708,9.89,8.768,8.464,,,,209.6,2.023,1.1228,3792.0
111702,155.200567,-67.12771,7.96,1.33,1.68,-38.21,-47.15,1.51,1.23,0.511,0.015,0.631,8.388,7.995,7.904,F1 V,,,751.9,-1.421,2.5004,6339.0
111703,166.59761,73.822899,10.7,21.93,1.4,54.24,44.79,0.69,1.56,1.319,0.034,1.426,11.827,10.82,10.557,M9 V,,,45.6,7.405,-1.03,4088.0
111704,242.113929,-38.713089,5.94,4.99,1.18,-56.88,-2.39,2.13,0.3,0.801,0.02,0.873,6.615,6.015,5.853,G7 V,,,200.4,-0.569,2.1596,5278.0
111705,25.593877,22.435279,8.13,4.2,1.17,-3.07,-6.75,1.63,0.54,1.47,0.012,1.591,9.374,8.255,7.982,M7 III,C,O,238.1,1.246,1.4336,3839.0
111706,204.3376,-34.04891,11.19,9.36,0.61,-19.23,-1.54,1.62,1.57,1.698,0.001,1.933,12.636,11.357,11.011,M7 V,,,106.8,6.046,-0.4864,3518.0
111707,95.315709,-59.138083,9.84,4.69,0.75,16.87,22.55,1.0,0.73,0.631,0.028,0.703,10.359,9.891,9.769,,,,213.2,3.196,0.6536,5849.0
111708,114.209678,30.42223,5.63,7.65,1.11,15.88,59.09,2.35,2.14,1.423,0.03,1.574,6.847,5.754,5.479,M4 V,R,G,130.7,0.048,1.9128,3913.0
111709,121.595809,78.082732,8.59,4.69,0.83,41.66,-62.95,0.91,1.34,1.347,0.004,1.532,9.726,8.708,8.47,M9 III,,,213.2,1.946,1.1536,4039.0
111710,47.944235,-16.462224,4.92,28.53,0.66,-6.52,-4.07,1.55,1.59,1.527,0.007,1.697,6.195,5.059,4.752,M0 III,,X,35.1,2.197,1.0532,3753.0
111711,274.671645,-28.345601,8.53,14.12,1.59,66.29,17.16,1.18,1.2,1.569,0.012,1.633,9.873,8.695,8.379,M7 V,,,70.8,4.279,0.2204,3693.0
111712,273.877773,-63.540423,8.94,1.5,1.09,-81.56,7.46,0.41,1.36,1.3,0.015,1.488,10.064,9.05,8.82,,,,666.7,-0.18,2.004,4121.0
111713,20.173275,-32.185074,8.08,1.51,0.68,-89.93,-2.22,1.62,1.33,1.364,0.014,1.478,9.24,8.2,7.947,M3 V,,,662.3,-1.025,2.342,4010.0
111714,113.817226,-10.070216,7.53,16.15,0.97,-85.16,61.58,1.17,1.36,1.572,0.007,1.696,8.843,7.685,7.376,,,,61.9,3.571,0.5036,3688.0
111715,107.221849,11.627032,6.96,19.1,0.51,-11.89,71.59,0.58,0.7,1.042,0.01,1.141,7.86,7.04,6.856,,,,52.4,3.365,0.586,4644.0
111716,93.417291,-51.848472,9.43,2.73,1.34,-31.28,3.93,1.39,1.23,0.113,0.01,0.212,9.55,9.434,9.419,A7 III,,,366.3,1.611,1.2876,8904.0
111717,268.762582,-68.427006,9.98,1.69,0.54,-34.96,63.55,0.3,0.77,1.453,0.013,1.558,11.182,10.118,9.842,M9 V,,,591.7,1.119,1.4844,3866.0
111718,115.072272,-66.144655,7.77,17.13,0.53,26.43,75.52,0.85,1.24,1.275,0.012,1.256,8.888,7.899,7.641,M2 V,M,,58.4,3.939,0.3564,4167.0
111719,295.402329,-47.835072,7.62,13.42,0.71,-64.81,62.61,1.65,0.97,0.877,0.006,0.92,8.39,7.681,7.525,K5 V,,O,74.5,3.259,0.6284,5059.0
111720,54.802768,50.768858,11.5,9.33,0.3,-43.6,28.04,1.8,0.64,0.395,0.013,0.359,11.861,11.522,11.449,F2 V,,,107.2,6.349,-0.6076,6907.0
111721,227.770066,5.325523,6.14,9.17,1.03,-2.43,-63.13,1.71,0.9,1.612,0.017,1.777,7.488,6.277,5.97,M3 V,,V,109.1,0.952,1.5512,3632.0
111722,151.505653,-45.737694,12.22,3.6,0.69,14.29,17.2,0.59,1.15,1.728,0.014,1.985,13.745,12.385,12.066,,,,277.8,5.002,-0.0688,3480.0
111723,336.555335,-10.09419,4.7,16.15,0.35,-117.97,80.47,1.39,1.55,1.292,0.023,1.308,5.782,4.797,4.565,M4 V,R,,61.9,0.741,1.6356,4136.0
111724,125.635239,-81.27556,9.25,3.42,1.11,38.0,-10.32,0.3,2.65,1.34,0.03,1.39,10.367,9.365,9.122,M2 V,,C,292.4,1.92,1.164,4051.0
111725,22.354743,-10.464293,10.08,0.94,1.12,14.85,-19.14,0.52,1.47,1.469,0.011,1.597,11.299,10.218,9.914,M3 III,,,1063.8,-0.054,1.9536,3841.0
111726,218.157904,-44.227709,9.88,9.98,1.83,59.67,-21.83,0.85,1.19,1.281,0.006,1.375,10.972,10.001,9.756,M5 Ia,,G,100.2,4.876,-0.0184,4156.0
111727,228.793068,-32.012449,9.55,9.87,0.2,9.76,-13.75,1.0,0.92,1.662,0.002,1.768,10.936,9.693,9.397,M1 V,,,101.3,4.522,0.1232,3565.0
111728,216.530942,8.22881,7.27,16.44,1.11,5.49,-133.76,0.3,2.13,1.043,0.012,1.186,8.18,7.373,7.162,K1 V,,,60.8,3.35,0.592,4642.0
111729,318.508707,-30.96652,10.35,0.76,0.51,-18.5,-39.79,1.15,1.32,-0.043,0.017,-0.041,10.3,10.341,10.346,A6 V,,X,1315.8,-0.246,2.0304,10695.0
111730,223.248922,55.732166,6.87,30.84,0.56,-87.66,10.67,1.6,1.53,0.236,0.018,0.269,7.039,6.894,6.859,,,V,32.4,4.316,0.2056,7894.0
111731,326.285219,-10.384009,10.4,0.65,0.28,-61.87,-16.16,0.9,2.02,1.585,0.016,1.821,11.75,10.539,10.231,M9 V,,,1538.5,-0.535,2.146,3670.0
111732,40.508823,-52.773062,6.48,14.72,1.72,10.7,-68.37,1.76,1.7,1.436,0.004,1.613,7.71,6.595,6.343,,,G,67.9,2.32,1.004,3892.0
111733,287.589638,-7.572295,9.64,2.44,1.28,70.21,-2.16,1.17,0.96,-0.332,0.033,-0.3,9.353,9.618,9.669,,,,409.8,1.577,1.3012,17922.0
111734,200.708302,70.569117,7.92,1.92,1.57,116.64,32.82,2.81,0.63,1.383,0.042,1.579,9.092,8.041,7.79,,,,520.8,-0.663,2.1972,3978.0
111735,193.881407,-53.268209,4.28,9.76,1.65,11.81,9.31,1.44,0.95,1.626,0.012,1.806,5.656,4.43,4.124,,,,102.5,-0.773,2.2412,3613.0
111736,271.232967,-26.029727,8.98,3.69,0.77,46.24,33.27,1.92,1.32,1.149,0.016,1.263,9.964,9.073,8.878,K3 V,,,271.0,1.815,1.206,4411.0
111737,241.653244,-23.09969,7.6,4.28,0.94,-20.9,31.53,2.15,1.39,0.89,0.003,0.964,8.359,7.674,7.526,,R,,233.6,0.757,1.6292,5023.0
111738,119.866212,-49.706905,10.66,11.75,1.16,48.31,-11.95,1.17,1.66,1.457,0.03,1.632,11.909,10.79,10.506,M1 V,,V,85.1,6.01,-0.472,3859.0
111739,100.603853,24.565154,10.53,23.5,1.01,-67.45,17.78,1.67,1.59,1.447,0.012,1.623,11.735,10.67,10.388,,,,42.6,7.385,-1.022,3875.0
111740,22.432944,10.969498,6.18,8.26,0.67,40.86,-16.85,2.2,0.55,1.471,0.001,1.521,7.401,6.323,6.039,M0 IV,,G,121.1,0.765,1.626,3838.0
111741,345.935985,-69.88567,9.81,0.1,1.35,1.39,-7.76,1.77,2.35,1.711,0.011,1.875,11.273,9.971,9.629,M5 V,,,10000.0,,,3501.0
111742,5.833375,-2.303092,8.68,6.53,1.05,26.99,28.93,0.51,0.32,0.615,0.019,0.695,9.224,8.746,8.628,G3 Ia,,,153.1,2.755,0.83,5909.0
111743,200.08194,-10.166693,11.0,5.13,1.05,-34.17,81.43,0.88,2.06,1.015,0.023,1.132,11.889,11.094,10.908,,,,194.9,4.551,0.1116,4707.0
111744,263.556751,-35.905789,7.78,6.13,0.69,-24.47,19.55,0.47,1.17,1.726,0.007,1.882,9.244,7.93,7.606,M8 IV,,,163.1,1.717,1.2452,3482.0
111745,188.054162,-53.658567,9.67,4.15,1.47,-24.78,27.36,1.11,1.75,1.817,0.017,2.026,11.233,9.816,9.486,M8 III,,,241.0,2.76,0.828,3372.0
111746,42.27095,39.007112,11.83,0.1,1.01,26.86,13.63,0.77,1.1,1.096,0.021,1.357,12.769,11.915,11.713,,,,10000.0,,,4523.0
111747,30.166046,17.5577,8.3,3.83,0.81,-15.15,-28.19,0.77,1.63,1.396,0.01,1.537,9.48,8.423,8.146,M9 V,,C,261.1,1.216,1.4456,3957.0
111748,102.568696,45.053496,11.52,1.99,1.21,-6.02,51.31,1.78,1.15,0.665,0.034,0.745,12.096,11.575,11.458,,,G,502.5,3.014,0.7264,5724.0
111749,353.116327,-22.832323,6.38,5.88,1.39,-46.93,22.24,1.71,0.3,1.54,0.004,1.684,7.707,6.505,6.206,M4 V,,,170.1,0.227,1.8412,3734.0
111750,231.485361,-9.459366,9.33,20.44,0.62,-33.23,33.26,1.19,0.81,-0.038,0.019,-0.102,9.291,9.337,9.34,B0 V,,,48.9,5.882,-0.4208,10625.0
111751,338.93549,-70.085158,7.97,31.76,1.43,3.75,66.84,0.4,0.89,1.417,0.013,1.575,9.19,8.123,7.832,M4 V,,,31.5,5.479,-0.2596,3923.0
111752,136.222936,3.953597,7.25,6.82,1.51,13.03,-40.22,1.23,1.35,1.497,0.008,1.631,8.554,7.378,7.102,M0 V,,,146.6,1.419,1.3644,3798.0
111753,358.809,34.130863,9.17,22.27,0.88,-31.58,7.72,0.8,2.03,1.418,0.003,1.657,10.401,9.294,9.03,M2 III,,,44.9,5.909,-0.4316,3921.0
111754,160.581614,47.257466,5.27,2.05,1.19,40.12,8.2,0.94,1.12,1.426,0.004,1.524,6.5,5.393,5.105,M5 II,,X,487.8,-3.171,3.2004,3908.0
111755,122.004607,-68.999524,12.5,2.98,1.2,16.59,-54.85,0.93,1.54,-0.107,0.029,-0.081,12.417,12.483,12.521,B8 V,,,335.6,4.871,-0.0164,11692.0
111756,207.679501,18.051609,7.02,2.4,1.17,-10.07,-1.44,0.74,2.25,0.348,0.011,0.377,7.316,7.068,6.961,F4 IV,,,416.7,-1.079,2.3636,7170.0
111757,252.046936,-29.037086,6.84,0.64,1.19,63.3,-55.96,2.22,1.29,0.585,0.011,0.634,7.369,6.906,6.77,F3 Ia,R,,1562.5,-4.129,3.5836,6027.0
111758,270.357768,-28.656383,9.86,8.72,1.84,-87.62,-64.44,1.65,0.87,1.473,0.006,1.649,11.126,9.989,9.699,,,,114.7,4.563,0.1068,3835.0
111759,240.778028,64.878246,7.0,10.25,0.83,-34.97,12.64,1.87,1.62,0.441,0.024,0.461,7.381,7.03,6.955,,,,97.6,2.054,1.1104,6669.0
111760,85.971105,-34.525436,8.33,24.61,0.93,-46.48,-37.71,1.09,2.09,0.872,0.033,0.901,9.014,8.412,8.263,K9 V,,,40.6,5.286,-0.1824,5073.0
111761,321.70155,-26.207797,11.6,1.85,1.81,23.39,-38.72,1.74,1.0,0.442,0.036,0.451,11.953,11.635,11.536,F1 V,,G,540.5,2.936,0.7576,6664.0
111762,316.70251,78.215383,12.02,6.81,1.26,0.31,14.84,0.44,2.57,1.564,0.015,1.657,13.337,12.166,11.881,M0 V,,,146.8,6.186,-0.5424,3700.0
111763,93.467639,57.306238,7.35,0.36,0.46,-97.88,33.1,0.57,0.91,1.541,0.031,1.721,8.698,7.504,7.194,M6 V,,,2777.8,,,3733.0
111764,142.726559,-38.330546,9.07,25.18,1.01,3.68,-46.34,0.89,1.94,1.012,0.024,1.126,9.954,9.169,8.971,K4 V,,O,39.7,6.075,-0.498,4714.0
111765,156.4827,-30.422317,8.98,20.58,0.81,99.11,91.7,1.56,0.84,1.694,0.018,1.786,10.391,9.157,8.822,M2 V,,O,48.6,5.547,-0.2868,3523.0
111766,356.228595,25.961586,10.5,13.53,0.79,64.51,-2.62,1.58,1.47,1.51,0.025,1.627,11.768,10.625,10.366,,,,73.9,6.156,-0.5304,3779.0
111767,204.087526,-20.543376,10.63,7.54,1.07,35.47,86.82,0.92,1.35,1.697,0.022,1.881,12.122,10.797,10.448,,,,132.6,5.017,-0.0748,3519.0
111768,324.11182,-50.515267,9.28,6.55,0.44,-17.53,28.17,1.28,1.6,1.468,0.009,1.621,10.485,9.403,9.119,M3 V,,O,152.7,3.361,0.5876,3842.0
111769,57.298561,17.644283,5.3,28.51,1.18,7.14,-49.27,2.88,1.78,0.0,0.026,-0.001,5.28,5.309,5.315,,,,35.1,2.575,0.902,10125.0
111770,134.049617,2.136004,11.29,3.46,1.54,81.17,-55.86,0.52,1.24,0.226,0.029,0.185,11.493,11.297,11.253,A5 V,C,,289.0,3.985,0.338,7967.0
111771,254.534511,-2.27789,5.12,11.33,1.1,7.51,-11.16,1.06,1.13,0.451,0.021,0.588,5.477,5.169,5.077,F1 V,P,,88.3,0.391,1.7756,6620.0
111772,250.525028,-51.981272,7.74,21.37,0.88,-18.92,79.49,1.02,0.8,1.601,0.015,1.754,9.091,7.892,7.583,M2 V,,,46.8,4.389,0.1764,3648.0
111773,280.804484,-2.057994,5.77,4.17,0.56,-24.3,-26.2,2.19,2.93,0.581,0.012,0.608,6.22,5.818,5.703,G5 V,,O,239.8,-1.129,2.3836,6043.0
111774,205.927368,-87.028534,10.08,2.62,1.49,139.24,-4.06,1.32,2.21,1.501,0.023,1.675,11.318,10.225,9.92,,,,381.7,2.172,1.0632,3792.0
111775,94.610153,39.814344,11.05,23.2,0.2,-110.53,-25.21,1.4,1.0,1.579,0.023,1.691,12.381,11.197,10.891,M4 V,D,,43.1,7.877,-1.2188,3678.0
111776,241.852459,61.603042,11.33,2.24,1.62,-33.0,-9.92,1.08,2.29,0.935,0.005,0.998,12.161,11.42,11.241,K5 V,,,446.4,3.081,0.6996,4904.0
111777,23.892075,85.064079,8.43,7.8,0.36,3.28,-35.93,1.54,0.64,1.596,0.001,1.816,9.77,8.573,8.276,M3 IV,S,O,128.2,2.89,0.776,3655.0
111778,319.337444,-58.874426,6.48,3.03,0.54,-78.48,16.88,0.46,1.5,0.404,0.028,0.376,6.83,6.53,6.442,,,,330.0,-1.113,2.3772,6859.0
111779,306.642412,21.279794,9.99,0.93,1.39,-7.1,-8.16,1.56,0.96,1.726,0.015,1.925,11.473,10.148,9.796,M0 Ib,M,,1075.3,-0.168,1.9992,3482.0
111780,35.887862,0.669189,6.11,23.12,1.11,-36.04,-2.44,1.91,0.96,0.985,0.017,1.047,6.979,6.195,6.018,K1 Ia,,,43.3,2.93,0.76,4779.0
111781,223.053288,-9.413483,10.05,9.08,1.35,-42.44,-1.93,0.3,0.78,0.094,0.018,0.05,10.146,10.059,10.038,,,G,110.1,4.84,-0.004,9086.0
111782,69.524665,-60.623784,9.19,0.21,1.12,-47.91,5.98,1.35,1.95,0.364,0.02,0.37,9.488,9.242,9.164,F9 V,,,4761.9,,,7078.0
111783,232.643785,2.856875,8.45,25.21,0.87,-21.92,-12.46,0.87,0.48,1.559,0.005,1.701,9.769,8.59,8.304,M1 V,,,39.7,5.458,-0.2512,3707.0
111784,180.909693,7.918574,11.67,4.84,0.69,136.57,-7.53,1.13,1.97,0.699,0.028,0.863,12.272,11.739,11.608,G2 V,,,206.6,5.094,-0.1056,5605.0
111785,148.489231,9.795189,6.69,6.28,0.95,50.1,-32.08,0.3,1.36,0.707,0.024,0.809,7.301,6.752,6.606,G1 V,,C,159.2,0.68,1.66,5578.0
111786,17.280942,58.348158,6.95,2.57,1.17,-88.99,-101.21,1.61,0.68,1.52,0.013,1.525,8.224,7.08,6.783,,,,389.1,-1.0,2.332,3764.0
111787,341.67832,42.722002,5.88,7.0,1.69,34.13,38.39,1.31,1.24,0.845,0.023,0.962,6.573,5.953,5.807,,,V,142.9,0.105,1.89,5149.0
111788,113.056666,-19.736356,10.69,1.01,1.0,-100.46,-92.95,0.3,2.0,1.567,0.009,1.736,12.033,10.827,10.535,M7 V,,,990.1,0.712,1.6472,3695.0
111789,181.44029,1.78168,9.8,4.54,0.2,126.29,-85.11,1.29,1.77,1.432,0.019,1.585,11.016,9.919,9.666,M6 V,R,,220.3,3.085,0.698,3899.0
111790,310.481999,-28.174793,6.74,3.22,1.01,-37.54,-32.9,0.61,1.95,0.429,0.004,0.433,7.093,6.781,6.697,F2 V,,,310.6,-0.721,2.2204,6729.0
111791,172.905589,78.419629,10.11,1.07,1.64,41.3,-95.26,0.44,1.79,0.895,0.012,0.926,10.901,10.196,10.009,,,,934.6,0.257,1.8292,5010.0
111792,31.90771,-48.415613,7.97,22.99,1.05,-57.08,128.76,2.12,0.55,0.062,0.011,0.015,7.986,7.978,7.955,A2 V,,,43.5,4.778,0.0208,9412.0
111793,202.501767,30.723177,5.54,18.17,0.78,-2.25,9.14,1.91,0.88,0.254,0.012,0.24,5.722,5.566,5.502,A2 V,,,55.0,1.837,1.1972,7767.0
111794,76.168062,69.782539,7.82,11.71,1.51,-16.65,-6.35,0.44,0.67,1.435,0.021,1.676,9.036,7.951,7.68,,M,,85.4,3.163,0.6668,3894.0
111795,14.712865,-63.549377,10.41,2.19,1.48,-82.24,66.33,1.15,1.26,0.751,0.014,0.802,11.059,10.498,10.321,G8 V,,,456.6,2.112,1.0872,5433.0
111796,71.291174,-66.110503,8.95,0.48,0.75,-6.65,-19.23,1.83,0.76,0.36,0.008,0.398,9.272,8.982,8.919,,D,,2083.3,,,7101.0
111797,88.872334,-30.277439,9.98,8.96,1.5,30.43,-32.12,0.89,1.51,0.031,0.029,0.148,9.989,9.99,9.977,A8 V,,,111.6,4.742,0.0352,9754.0
111798,127.384783,79.889245,10.12,5.75,0.85,77.77,-10.07,1.74,0.31,0.008,0.02,-0.086,10.141,10.116,10.13,A6 Ib,,,173.9,3.918,0.3648,10027.0
111799,149.169788,-26.306868,7.42,2.12,1.11,-3.64,-54.33,0.84,1.44,1.471,0.012,1.544,8.675,7.531,7.282,M4 V,,,471.7,-0.948,2.3112,3838.0
111800,291.60912,-31.39219,9.74,7.58,0.35,-62.95,31.75,0.3,1.43,1.609,0.005,1.749,11.136,9.887,9.582,M5 V,,,131.9,4.138,0.2768,3637.0
111801,189.231363,-22.928375,9.41,4.24,1.17,3.14,-14.59,0.7,0.97,1.594,0.014,1.676,10.733,9.568,9.227,,,C,235.8,2.547,0.9132,3657.0
111802,38.336571,12.519059,8.24,0.54,1.19,74.54,-12.23,2.1,1.45,0.466,0.014,0.541,8.627,8.271,8.207,F5 III,,,1851.9,-3.098,3.1712,6547.0
111803,61.566889,57.024611,9.63,14.84,1.41,39.87,-42.68,1.45,0.81,0.452,0.022,0.546,10.019,9.646,9.59,F9 V,,,67.4,5.487,-0.2628,6615.0
111804,140.953678,-18.254992,9.43,7.95,1.14,-17.28,68.76,0.62,1.16,0.832,0.036,0.907,10.137,9.523,9.338,G9 IV,,G,125.8,3.932,0.3592,5186.0
111805,280.738801,39.678008,4.27,1.8,0.95,61.92,-80.04,1.66,0.82,1.063,0.012,1.165,5.153,4.355,4.18,,,,555.6,-4.454,3.7136,4596.0
111806,106.449319,-54.671693,7.66,6.72,1.22,-27.88,-2.19,0.88,0.3,1.577,0.02,1.714,9.01,7.79,7.492,M8 V,,V,148.8,1.797,1.2132,3681.0
111807,357.055045,-52.112822,6.05,21.08,0.94,65.48,-59.18,0.3,0.47,1.356,0.001,1.45,7.219,6.158,5.917,M2 V,,X,47.4,2.669,0.8644,4024.0
111808,340.925449,-66.313164,7.55,4.53,0.54,-96.41,-32.84,0.46,1.51,1.212,0.008,1.342,8.583,7.663,7.417,K3 V,,,220.8,0.83,1.6,4285.0
111809,56.884301,-0.33542,8.31,0.12,1.34,43.86,114.11,0.65,1.49,1.253,0.021,1.375,9.385,8.417,8.198,,,,8333.3,,,4207.0
111810,145.857519,62.063505,10.16,4.79,0.93,26.66,-19.11,2.09,2.26,0.112,0.025,0.085,10.283,10.167,10.153,,,,208.8,3.562,0.5072,8913.0
111811,285.454965,65.772977,9.1,2.89,1.18,92.19,17.15,1.05,0.3,1.543,0.024,1.728,10.421,9.232,8.95,M8 V,,,346.0,1.404,1.3704,3730.0
111812,318.571642,58.631528,8.77,2.32,0.26,-89.36,-38.14,1.95,0.69,0.51,0.025,0.546,9.192,8.815,8.712,F5 V,,V,431.0,0.597,1.6932,6344.0
111813,101.070006,2.651745,8.0,9.08,1.53,-43.26,-39.16,1.71,1.31,1.642,0.003,1.836,9.413,8.136,7.837,M4 V,,,110.1,2.79,0.816,3592.0
111814,104.58371,-24.681624,6.75,1.58,0.67,25.6,-53.66,1.48,0.62,1.436,0.035,1.541,7.979,6.866,6.598,M1 Ia,,,632.9,-2.257,2.8348,3892.0
